content_type,content_id,genre,num_packets,pkt_size_mean,pkt_size_std,pkt_size_cv,inter_mean,inter_std,inter_cv,p95_inter,burst_mean,burst_max,num_silence_gaps,silence_ratio,flow_duration,pkt_rate
podcast,spotify:episode:1k7ofXS8KOle5Gj1Ov40Cj,podcast,72,142.597222222222,213.027297398076,1.49390916652006,0.799777145117102,2.51574688276624,3.14555985767496,6.38114166259766,4.33333333333333,16,5,0.812769950444914,56.7841773033142,1.26795884732837
podcast,spotify:episode:2aokNhH1yC1H3UTrAHHkSr,podcast,85,130.588235294118,198.54626333709,1.52039931384258,0.686032990614573,1.95134888286127,2.84439510862762,5.18723316192627,4.62352941176471,16,9,0.876713969513736,57.6267712116241,1.47500889279138
podcast,spotify:episode:2gLgnPyDs3kiaKuRohXVMl,podcast,72,131.111111111111,160.271605889256,1.22241055339263,0.704883091886279,2.15893436968016,3.06282615448019,5.25251972675324,4.04166666666667,11,7,0.899487236194954,50.0466995239258,1.43865630870581
podcast,spotify:episode:4qoSEHPK50ILMFTvAj7oro,podcast,450,7062.69777777778,12352.8387563253,1.74902553457583,0.130336284637451,0.588288055611742,4.51361688917364,0.46391286849975,14.7377777777778,55,14,0.781302873526669,58.5209918022156,7.68954841915313
podcast,spotify:episode:5M2X4GKJEqi2Fgj8NBz4yG,podcast,269,435.338289962825,1124.50138676272,2.58305187641258,0.214324870216313,1.03789009497965,4.84260223245272,1.18532744646072,64.2936802973978,177,10,0.813762833517438,57.4390652179718,4.68322384737964
podcast,spotify:episode:3zOt4wFscUeXIEJ0TCrjQC,podcast,94,121.372340425532,190.926630892299,1.57306541360996,0.576880913908764,1.5869324628624,2.75088397726638,4.00182366371155,4.59574468085106,14,11,0.871511884094012,53.649924993515,1.75209937406925
podcast,spotify:episode:6lLyfYTcb5JiTkXIvWVDlw,podcast,89,127.303370786517,195.568971396046,1.53624346462913,0.672082873907956,1.97893198655981,2.94447614034997,3.86660474538802,4.04494382022472,15,8,0.787818424166735,59.1432929039002,1.50481983045166
podcast,spotify:episode:1AbUp1QKvNwKtCmztkPR25,podcast,111,133.117117117117,232.538042561934,1.74686807826033,0.513075592301109,1.37618080183959,2.68221841477103,3.94286873340607,4.67567567567568,15,12,0.865577298926737,56.438315153122,1.9667490019652
podcast,spotify:episode:4VY5p7VBGHP37D8xmT7yXB,podcast,88,140.261363636364,216.514512127425,1.54365041458425,0.648485715361847,1.76589225830284,2.7231012441307,4.09563505649567,4.57954545454545,19,9,0.832571026737927,56.4182572364807,1.55977877216488
podcast,spotify:episode:0wWZvghs3ZbuOe6iSqxynB,podcast,467,21758.7173447537,25879.5077375535,1.18938572193886,0.126685170656622,0.809737105761462,6.39172763129666,0.0746548771858215,50.2676659528908,99,10,0.841380438862581,59.0352895259857,7.91052273563323
podcast,spotify:episode:7AyGSyEYhKIaJS0yRybemi,podcast,88,134.602272727273,225.78436715012,1.67741868376619,0.661633973834158,1.61420859856831,2.43973051929906,4.7012576341629,4.23863636363636,13,11,0.901162553547942,57.5621557235718,1.52878221626373
podcast,spotify:episode:77W0scmQcSL195KMTDSECm,podcast,106,158.358490566038,349.163263663377,2.2048913349409,0.560544472648984,1.64076716930221,2.9270954390976,3.17824440002441,4.64150943396226,16,8,0.74175811217718,58.8571696281433,1.80097005462041
podcast,spotify:episode:4AvdPoehxcCOnhffN7TvJY,podcast,94,123.329787234043,190.953285381077,1.54831439884596,0.636325223471529,1.57117768466532,2.46914254961263,3.77622728347778,3.72340425531915,14,11,0.799719624654216,59.1782457828522,1.58842153491542
podcast,spotify:episode:3oCt4EjUTzUZ0XNoXvDblF,podcast,67,97.5074626865672,107.655527637346,1.10407475152338,0.855829148581534,1.94829661235091,2.27650181765841,5.59738790988922,3.1044776119403,10,11,0.892981676992019,56.4847238063812,1.18616141648604
podcast,spotify:episode:070Y622pJOmkWOaNIwIU7H,podcast,660,23408.9833333333,28046.4883710366,1.19810792171823,0.0899270246531786,0.683960385075808,7.60572684033122,0.0467864751815797,105.69696969697,219,10,0.778166412037847,59.2619092464447,11.1370019696015
podcast,spotify:episode:0um6B0HlPWV4rC56ZkLuNL,podcast,530,20699.6283018868,26820.4752676846,1.29569839982295,0.111095797136736,0.714620925354224,6.43247488898859,0.0561820030212398,89.7566037735849,203,11,0.8103064492763,58.7696766853333,9.01825618061072
podcast,spotify:episode:2oCvDSfqbbqpL0didwl261,podcast,76,113.434210526316,137.292938401445,1.21033097303211,0.731339146296183,2.08184882303799,2.84662571883561,4.29004402160644,4.03947368421053,13,9,0.888382188838419,54.8504359722137,1.3855860696987
podcast,spotify:episode:0y7UYZoXVYyAXuyNN7GiPD,podcast,114,114.210526315789,183.672882071619,1.60819574164091,0.520503685537693,1.48505228679063,2.85310618935683,3.28000588417053,4.79824561403509,16,13,0.865662737788385,58.8169164657593,1.93821789461483
podcast,spotify:episode:4MHyZOsKrYhzViiXEdPlfI,podcast,98,131.989795918367,206.20687526385,1.56229406848529,0.591328225184962,1.64475330987316,2.78145578009352,5.44401469230651,4.35714285714286,18,9,0.843812864508337,57.3588378429413,1.70854228721198
podcast,spotify:episode:0YibwFlA2EYOUs1tm9BNtx,podcast,128,221.46875,494.068820128773,2.23087374687748,0.456700991457842,1.52383689968149,3.33661833055634,3.21687030792236,6.3828125,24,9,0.823819596620575,58.0010259151459,2.2068575164043
podcast,spotify:episode:7u5smeZFDHzN0eTM4jMFOn,podcast,90,109.966666666667,135.420042009216,1.23146446204197,0.556643657470017,1.33217335538817,2.39322470940024,4.38041973114014,5.14444444444445,16,12,0.876408560531424,49.5412855148315,1.81666662592064
podcast,spotify:episode:0vatrFBBdlSHEkv4x4v6Es,podcast,118,130.669491525424,219.193090911031,1.67746187998584,0.498229519933717,1.48493243664097,2.98041841607161,3.17763733863829,4.70338983050848,16,9,0.7722447038922,58.2928538322449,2.02426184759422
podcast,spotify:episode:73lIx1idgSoMixnTocVNF2,podcast,91,126.538461538462,193.757144225168,1.53121147411987,0.635936443010966,1.63456853658138,2.5703331748723,5.04044998884201,4.13186813186813,14,10,0.843078506591881,57.2342798709869,1.58995623261313
